neighborhood_group	energy_label	avg_energy_consumption_m2	avg_building_year	avg_square_meters	avg_home_occupancy	avg_home_size_rooms	average_property_value	avg_length_residence_years	avg_disp_income_ink	stand_avg_energy_consumption_m2	stand_avg_building_year	stand_avg_square_meters	stand_avg_home_occupancy	stand_avg_home_size_rooms	stand_average_property_value	stand_avg_length_residence_years	stand_avg_disp_income_ink	predicted	theoretical
E20	D	1066.2392727272727	1940.8909090909087	61.43636363636364	1.79	3.1	310.0	8.3	35.4	0.3262521635193381	-0.5757669050566736	-0.22152546113400806	-0.6531599503424738	-0.03346819065825496	1.5871669103408788	-0.243344137744788	1.032026609565306	999.2401653790404	1750
E21	D	732.8925	1966.275	65.825	1.77	3.0	270.0	7.7	33.0	-0.5546581952717455	0.2921701425357795	-0.21875129726599726	-0.7207152216695949	-0.2833640142399822	0.8873654430941561	-0.5464530544537848	0.5603031854252688	846.502263336557	1750
E37	D	902.15511627907	1949.4186046511627	57.83720930232558	2.02	2.9	176.0	8.2	26.3	-0.10736065338642703	-0.2841865237130593	-0.2238005741945512	0.12372566991941958	-0.5332598378217094	-0.7571680049356421	-0.2938622905296215	-0.7565913736323355	1008.9964255502272	1750
E38	D	920.5163829787236	1938.595744680851	58.861702127659576	1.93	3.1	172.0	7.7	28.3	-0.05883871959382369	-0.6542435473338906	-0.2231529673427675	-0.18027305105262592	-0.03346819065825496	-0.8271481516603143	-0.5464530544537848	-0.3634885201823043	1068.2471339164767	1750
E39	D	919.0076470588237	1970.6985294117649	58.220588235294116	2.17	3.0	176.0	6.2	25.1	-0.06282574214588355	0.44342019404778005	-0.2235582310393036	0.6303902048728279	-0.2833640142399822	-0.7571680049356421	-1.3042253462262758	-0.992453085702354	906.622521650952	1750
E40	D	844.2225	1935.0	62.08333333333334	1.97	3.2	210.0	8.3	29.4	-0.2604548062848403	-0.7771898459967468	-0.2211164958408472	-0.04516250839838347	0.21642763292347225	-0.16233675777592785	-0.243344137744788	-0.1472819507847876	1087.6744144593686	1750
E41	D	862.3650819672138	1926.3224043715848	57.14754098360656	2.1	2.8	175.0	6.8	24.6	-0.21251077413064093	-1.073895635339417	-0.22423653032583493	0.3939467552279045	-0.7831556614034366	-0.7746630416168101	-1.00111642951728	-1.0907287990648618	1173.1466826848427	1750
E42	D	912.0447802197807	1926.6373626373627	59.40659340659341	1.83	2.8	177.0	8.1	25.3	-0.08122598485773994	-1.0631265300642605	-0.2228085283023089	-0.5180494076882313	-0.7831556614034366	-0.7396729682544742	-0.34438044331445405	-0.9531428003573512	1126.3780286631136	1750
E43	D	685.36	1928.666666666667	65.0	1.88	3.3	219.0	8.2	31.0	-0.6802687457704438	-0.9937402300321072	-0.21927279984708886	-0.3491612293704289	0.4663234565051984	-0.004881427645415268	-0.2938622905296215	0.16720033197523765	1113.5613489855639	1750
F76	D	887.9094230769236	1953.1282051282049	58.89957264957265	2.25	3.1	140.0	9.1	25.3	-0.14500667169720693	-0.15734724877811804	-0.22312902846407054	0.9006112901813129	-0.03346819065825496	-1.3869893254576924	0.16080108453387346	-0.9531428003573512	1024.4957262565058	1750
F77	D	865.7679342723012	1957.206572769953	60.314553990610335	2.25	3.2	143.0	9.0	25.4	-0.2035183131553543	-0.017899025768973467	-0.2222345843167401	0.9006112901813129	0.21642763292347225	-1.3345042154141882	0.11028293174904087	-0.93348765768485	999.8732834426011	1750
F78	D	913.7008383233547	1958.4041916167664	70.1556886227545	2.5	3.5	172.0	7.0	27.1	-0.07684964508920834	0.02305015652662027	-0.2160137635754873	1.7450521817703275	0.9661151036686528	-0.8271481516603143	-0.9000801239476142	-0.5993502322523229	1033.4100380457983	1750
F79	D	725.5677777777779	1990.416666666667	83.77777777777777	2.5	3.8	229.0	12.1	36.4	-0.5740146858957054	1.1176260143126826	-0.20740290944917808	1.7450521817703275	1.7158025744138334	0.1700689391662654	1.6763456680788558	1.2285780362903216	793.1089153645007	1750
F80	D	1122.07	1994.0	712.0	2.77	4.0	368.0	13.5	39.6	0.4737918129690821	1.2401479421221615	0.18971164859690187	2.657048344686463	2.2155942215772884	2.6018790378486263	2.3835998070665148	1.8575426018103718	782.7018167699716	1750
F81	D	862.5679411764688	1964.0947712418301	65.43464052287581	1.9	3.3	166.0	9.5	27.5	-0.21197469340801411	0.21762339913578246	-0.21899805299311706	-0.2816059580433077	0.4663234565051984	-0.9321183717473228	0.3628736956732047	-0.5207296615623169	899.7283400339184	1750
F82	D	745.4934782608702	1979.5701754385966	76.47826086956522	2.39	3.4	182.0	6.0	28.0	-0.521358541010555	0.7467609868061299	-0.2120171117623356	1.3734981894711615	0.7162192800869256	-0.6521977848486337	-1.4052616517959418	-0.4224539481998091	883.9070625379209	1750
F83	D	755.1784848484848	1962.3636363636365	73.33333333333333	2.22	3.5	154.0	9.3	27.0	-0.4957647050235191	0.1584321481847466	-0.21400509700777934	0.7992783831906318	0.9661151036686528	-1.1420588119213395	0.2618373901035395	-0.6190053749248247	962.3361234864277	1750
F84	D	650.4000000000002	1990.892857142857	91.7261904761905	2.67	3.8	263.0	10.3	39.5	-0.7726548993587147	1.1339079980747364	-0.20237852431244616	2.3192719880508568	1.7158025744138334	0.7649001863259796	0.7670189179518672	1.8378874591378704	812.3707723186271	1750
F85	D	827.1123140495861	1958.495867768595	62.88429752066116	2.18	3.5	182.0	8.7	29.2	-0.30567060339979524	0.02618476271904506	-0.22061018688199452	0.6641678405363893	0.9661151036686528	-0.6521977848486337	-0.041271526605457735	-0.18659223612979056	976.2553884071933	1750
F86	D	919.0434615384623	1966.0384615384612	88.78846153846153	2.6	3.6	176.0	6.0	28.7	-0.06273109792344117	0.28408238021704313	-0.20423553428041374	2.0828285384059333	1.2160109272503798	-0.7571680049356421	-1.4052616517959418	-0.2848679494922983	1002.5058436013096	1750
F87	D	709.33	1934.0	50.0	1.95	3.1	191.0	5.3	33.2	-0.6169250357729936	-0.8113820118970673	-0.228754664957846	-0.11271777972550467	-0.03346819065825496	-0.4947424547181211	-1.7588887212897708	0.5996134707702725	1101.4593665235789	1750
F88	D	674.39	1975.4	84.8	2.45	3.9	250.0	11.1	38.9	-0.7092583368706536	0.6041736563762039	-0.20675673790088944	1.5761640034525248	1.965698397995561	0.5374647094707947	1.1711641402305284	1.7199566031028606	880.3220061800713	1750
K24	D	903.6492857142857	1914.0	66.5	1.63	2.6	254.0	7.5	29.5	-0.10341212458411707	-1.4952253299034768	-0.21832461333601316	-1.1936021209594434	-1.28294730856689	0.6074448561954671	-0.6474893600234504	-0.12762680811228574	1159.6972623309102	1750
K25	D	755.1949999999998	1949.5	63.5	1.67	2.7	238.0	8.3	29.0	-0.4957210616789994	-0.2814034404420997	-0.22022098635816456	-1.0584915783052011	-1.0330514849851626	0.327524269296778	-0.243344137744788	-0.22590252147479356	941.890806859712	1750
K26	D	937.4221782178223	1924.881188118812	66.69306930693071	1.8	3.1	228.0	10.5	25.9	-0.014163050386408938	-1.123173940552464	-0.21820256952765688	-0.6193823146789131	-0.03346819065825496	0.1525739024850973	0.8680552235215322	-0.8352119443223421	1117.7829680399443	1750
K44	D	835.5953846153845	1976.0769230769229	60.769230769230774	1.8	3.1	233.0	8.7	33.6	-0.2832530330281703	0.6273191225241107	-0.2219471720578152	-0.6193823146789131	-0.03346819065825496	0.24004908589093765	-0.041271526605457735	0.6782340414602784	791.6523139489364	1750
K45	D	815.4345833333333	1913.4444444444446	77.58333333333333	1.68	2.9	248.0	8.2	30.0	-0.33653046105180323	-1.5142209776258806	-0.2113185685597315	-1.0247139426416405	-0.5332598378217094	0.5024746361084587	-0.2938622905296215	-0.02935109474977795	1172.1586297753802	1750
K48	D	817.7507500000006	1929.0083333333332	58.49166666666667	1.79	3.2	271.0	8.8	32.8	-0.3304097022016096	-0.98205790668283	-0.2233868757645896	-0.6531599503424738	0.21642763292347225	0.904860479775324	0.009246626179375734	0.5209929000802651	1083.5247802483646	1750
K52	D	777.7749305555541	1956.2222222222226	77.2638888888889	1.99	4.0	310.0	9.2	38.3	-0.4360507832946198	-0.05155610300105822	-0.2115204971685717	0.02239276292873775	2.2155942215772884	1.5871669103408788	0.21131923731870605	1.6020257470678507	936.2378687600833	1750
K53	D	789.4124999999998	1924.25	51.0	1.76	3.4	235.0	9.5	28.7	-0.4052970568046669	-1.1447556294251922	-0.22812254061712886	-0.7544928573331555	0.7162192800869256	0.27503915925327377	0.3628736956732047	-0.2848679494922983	1120.115363335164	1750
K54	D	910.6824999999997	1938.375	54.276785714285715	1.73	3.1	230.0	9.5	29.0	-0.08482597998402644	-0.6617912860831652	-0.22605120460781464	-0.8558257643238374	-0.03346819065825496	0.18756397584743345	0.3628736956732047	-0.22590252147479356	1022.7477901902583	1750
K90	D	712.0177394636011	1967.333333333333	84.48275862068967	1.72	3.6	265.0	9.5	36.8	-0.6098223495347356	0.3283568514469463	-0.2069572738986342	-0.8896033999873979	1.2160109272503798	0.7998902596883157	0.3628736956732047	1.3071986069803274	830.4172397204402	1750
K91	D	782.6149631449654	1962.5159705159704	72.38820638820637	1.7	3.3	235.0	9.9	34.3	-0.4232603944451462	0.1636407827936468	-0.2146025347548617	-0.9571586713145191	0.4663234565051984	0.27503915925327377	0.5649463068125359	0.8158200401677885	860.1273294106613	1750
M27	D	736.4266197183098	1942.605633802817	84.65714285714286	1.84	3.0	276.0	7.7	34.8	-0.5453188438102154	-0.5171367532337422	-0.20684704137813475	-0.4842717720246706	-0.2833640142399822	0.9923356631811644	-0.5464530544537848	0.9140957535302964	1003.4106789973448	1750
M28	D	978.1165868263466	1921.9281437125749	51.92215568862275	1.77	2.8	215.0	8.4	27.9	0.09337699205898572	-1.2241449248015344	-0.2275396235604196	-0.7207152216695949	-0.7831556614034366	-0.07486157437008753	-0.19282598495995545	-0.4421090908723111	1136.8187503049558	1750
M29	D	859.1430434782611	1901.4782608695648	51.8695652173913	1.83	2.8	216.0	8.6	25.8	-0.22102541207994586	-1.9233707116118368	-0.2275728672773748	-0.5180494076882313	-0.7831556614034366	-0.057366537688919465	-0.09178967939029033	-0.8548670869948433	1276.1335481237038	1750
M30	D	777.5595384615385	1931.992307692308	64.82307692307693	2.02	3.0	205.0	9.2	26.4	-0.43661998372595306	-0.8800293603584761	-0.2193846372304465	0.12372566991941958	-0.2833640142399822	-0.2498119411817682	0.21131923731870605	-0.7369362309598343	1111.4008907287116	1750
M31	D	900.5508333333332	1948.75	63.5	1.9	2.7	188.0	7.9	25.7	-0.11160017085278473	-0.3070475648673401	-0.22022098635816456	-0.2816059580433077	-1.0330514849851626	-0.5472275647616253	-0.4454167488841192	-0.8745222296673449	993.3096322742696	1750
M32	D	737.0756818181818	1981.284090909091	70.625	1.99	2.8	193.0	8.5	25.8	-0.5436036163832385	0.8053634689124076	-0.21571710043055492	0.02239276292873775	-0.7831556614034366	-0.459752381355785	-0.14230783217512288	-0.8548670869948433	797.9246861206775	1750
M33	D	635.5333762057877	1997.0160771704182	171.24115755627008	2.13	3.2	315.0	8.0	41.8	-0.8119418040838623	1.3432741531012609	-0.15211517816980566	0.4952796622185856	0.21642763292347225	1.674642093746719	-0.3948985960992866	2.2899557406054054	687.4389419543259	1750
M35	D	902.145	2005.5	121.5	2.65	3.8	320.0	4.8	43.6	-0.10738738691365526	1.6333578499758474	-0.1835577745965704	2.251716716723736	1.7158025744138334	1.7621172771525593	-2.0114794852139353	2.643748308710434	725.9234479928964	1750
M55	D	760.7331034482759	1975.8275862068963	76.35632183908045	1.8	2.9	219.0	8.7	29.8	-0.4810859336538234	0.6187937548990952	-0.21209419239158844	-0.6193823146789131	-0.5332598378217094	-0.004881427645415268	-0.041271526605457735	-0.06866138009478093	797.2196506799338	1750
M56	D	708.1454166666667	1951.375	73.39583333333333	2.07	3.6	276.0	8.7	41.4	-0.6200554447481492	-0.21729312937899886	-0.21396558923648454	0.29261384823722186	1.2160109272503798	0.9923356631811644	-0.041271526605457735	2.2113351699154	977.2140849030056	1750
M57	D	826.0960377358491	1923.9622641509436	70.30188679245283	1.63	3.1	186.0	11.0	23.7	-0.30835624011630025	-1.1545939413116053	-0.2159213481538527	-1.1936021209594434	-0.03346819065825496	-0.5822176381239614	1.120645987445696	-1.2676250831173763	1107.319391066807	1750
M58	D	699.130625	1982.2857142857144	3570.642857142857	1.68	1.9	174.0	3.0	40.8	-0.643878154344343	0.8396111415755482	1.9967293800140973	-1.0247139426416405	-3.0322180736389788	-0.7921580782979782	-2.9208062353409243	2.0934043138803897	773.9801384743841	1750
N60	D	884.0704347826088	1960.1739130434785	57.69565217391305	2.0	3.1	157.0	9.7	23.6	-0.15515167633628466	0.08356076514610335	-0.2238900559010228	0.05617039859229836	-0.03346819065825496	-1.0895737018778353	0.4639100012428698	-1.2872802257898774	940.8805400940364	1750
N61	D	769.5268928571434	1942.7178571428567	73.78136200716845	2.02	3.1	156.0	9.6	24.3	-0.4578472500453982	-0.5132995941732015	-0.21372188717770893	0.12372566991941958	-0.03346819065825496	-1.1070687385590037	0.4133918484580372	-1.149694227082367	1054.2208297258949	1750
N62	D	978.8733333333333	1933.8095238095239	55.523809523809526	1.9	3.1	176.0	13.1	27.2	0.09537678894176206	-0.8178948054018887	-0.22526293050436086	-0.2816059580433077	-0.03346819065825496	-0.7571680049356421	2.181527195927184	-0.5796950895798217	1072.002065652512	1750
N63	D	915.0485714285713	1955.142857142857	53.0	2.05	3.0	169.0	14.5	27.2	-0.0732880925247185	-0.08846193286172098	-0.22685829193569454	0.22505857691010067	-0.2833640142399822	-0.8796332617038185	2.8887813349148423	-0.5796950895798217	951.977788210379	1750
N65	D	1005.52652173913	1941.3623188405802	62.34782608695652	2.17	3.3	172.0	10.9	27.4	0.16581115844047667	-0.5596483846889094	-0.2209493035333387	0.6303902048728279	0.4663234565051984	-0.8271481516603143	1.0701278346608634	-0.5403848042348187	1074.9942785858402	1750
N66	D	859.9524137931032	1963.1724137931037	72.06896551724137	2.37	3.6	192.0	11.8	33.0	-0.21888655023163947	0.1860860002295248	-0.21480433467995044	1.3059429181440405	1.2160109272503798	-0.477247418036953	1.5247912097243583	0.5603031854252688	955.912893378767	1750
N67	D	858.3472727272728	1954.3636363636365	65.9090909090909	2.45	3.8	268.0	13.7	38.3	-0.22312833538720744	-0.11510517901781728	-0.2186981413555278	1.5761640034525248	1.7158025744138334	0.8523753697318199	2.48463611263618	1.6020257470678507	998.5055191978064	1750
N68	D	865.4909336099579	1966.0373443983406	60.85477178423236	2.44	3.6	163.0	9.3	27.5	-0.2042503219006436	0.28404418277668875	-0.22189309950010308	1.5423863677889638	1.2160109272503798	-0.9846034817908268	0.2618373901035395	-0.5207296615623169	969.342405830439	1750
N69	D	806.1320588235286	1976.8361344537814	67.41176470588235	2.05	3.5	170.0	9.2	28.2	-0.3611135405175201	0.6532782038750673	-0.2177482646724181	0.22505857691010067	0.9661151036686528	-0.8621382250226505	0.21131923731870605	-0.38314366285480617	842.8649877890439	1750
N70	D	736.5206760563382	1969.6450704225354	74.328611898017	2.36	3.5	169.0	9.5	27.9	-0.5450702882240872	0.4074001495188606	-0.2133759572012488	1.2721652824804788	0.9661151036686528	-0.8796332617038185	0.3628736956732047	-0.4421090908723111	931.5367474367283	1750
N71	D	1397.9800000000002	1953.0	860.3333333333335	1.76	2.3	247.0	2.7	42.9	1.2029183471950513	-0.16173085979097804	0.2834767591366113	-0.7544928573331555	-2.032634779312072	0.4849795994272906	-3.072360693695422	2.5061623100029227	940.0335172578963	1750
N73	D	983.7166666666666	1943.666666666667	54.0	2.61	3.7	437.0	14.9	46.6	0.10817590041809266	-0.48085774152729993	-0.2262261675949774	2.116606174069493	1.4659067508321073	3.809036568849223	3.0908539460541733	3.233402588885481	1043.3445624530923	1750
T93	D	782.7485714285716	1977.95	85.67142857142858	2.13	2.9	123.0	7.0	23.3	-0.4229073179174027	0.6913636794220196	-0.20620588668969309	0.4952796622185856	-0.5332598378217094	-1.6844049490375494	-0.9000801239476142	-1.346245653807382	861.799215918958	1750
T94	D	695.4973531544592	1971.1370558375634	80.76577229876722	2.24	3.4	144.0	7.6	25.6	-0.6534795276495508	0.4584143623503647	-0.20930687142683405	0.8668336545177531	0.7162192800869256	-1.3170091787330205	-0.5969712072386179	-0.8941773723398463	918.7405758298211	1750
T95	D	686.0476470588234	1975.235294117647	74.11764705882355	1.79	3.3	138.0	9.2	28.5	-0.6784515527844319	0.5985420055220309	-0.21350931321113845	-0.6531599503424738	0.4663234565051984	-1.4219793988200284	0.21131923731870605	-0.3241782348373013	818.771644844086	1750
T96	D	755.1861667941852	1977.94338179036	76.64192807957154	2.19	3.4	144.0	10.3	27.2	-0.495744404525369	0.6911373885000297	-0.21191365373511334	0.6979454761999492	0.7162192800869256	-1.3170091787330205	0.7670189179518672	-0.5796950895798217	855.3477075355822	1750
T97	D	755.6374494949481	1984.770202020202	81.68434343434343	2.25	3.4	162.0	11.2	30.1	-0.4945518337901168	0.9245611583704684	-0.20872622025335616	0.9006112901813129	0.7162192800869256	-1.002098518471995	1.2216822930153608	-0.009695952077276113	810.4446599121347	1750
A01	E	1096.26	1990.0	74.0	1.51	2.4	282.0	4.9	28.1	0.4055856738354073	1.1033792785208798	-0.21358368078063455	-1.5989337489221698	-1.7827389557303444	1.0973058832681728	-1.9609613324291015	-0.4027988055273073	666.2305410264216	2345
A04	E	1070.391111111111	1935.111111111111	51.0	1.58	2.7	304.0	8.5	32.5	0.3372239134793773	-0.7733907164522675	-0.22812254061712886	-1.362490299277246	-1.0330514849851626	1.4821966902538704	-0.14230783217512288	0.46202747206276096	1003.8519424493788	2345
A06	E	1079.931857142857	1972.7868852459014	47.828571428571436	1.5	2.5	286.0	9.4	30.2	0.3624365229826839	0.5148256031874952	-0.23012727781197465	-1.6327113845857306	-1.5328431321486171	1.1672860299928451	0.3123555428883721	0.009959190595225029	752.9890112421907	2345
A07	E	1269.975	1934.0	38.5	1.62	2.8	359.0	7.8	37.9	0.8646491941611079	-0.8113820118970673	-0.2360240948760931	-1.2273797566230034	-0.7831556614034366	2.4444237077181143	-0.4959349016689522	1.5234051763778451	1005.1354174307837	2345
A08	E	869.37	1971.0	6371.5	1.81	2.7	319.0	7.8	33.0	-0.19399940590265927	0.4537281264147906	3.7672193548855657	-0.5856046790153525	-1.0330514849851626	1.7446222404713914	-0.4959349016689522	0.5603031854252688	861.2572594677623	2345
A09	E	962.4508035714284	1976.008928571429	80.94642857142857	1.74	2.7	260.0	9.4	31.1	0.051978208939150235	0.6249942431119351	-0.2091926741995816	-0.8220481286602768	-1.0330514849851626	0.7124150762824754	0.3123555428883721	0.18685547464773947	773.1873274992631	2345
E13	E	1074.4404761904764	1930.3714285714289	67.3809523809524	1.79	2.8	210.0	8.5	26.4	0.3479248649712888	-0.9354507281639428	-0.21776774189300044	-0.6531599503424738	-0.7831556614034366	-0.16233675777592785	-0.14230783217512288	-0.7369362309598343	1088.4223085081594	2345
E14	E	1091.875505617977	1922.25	142.50574712643675	1.67	2.6	222.0	8.0	27.9	0.3939991014273844	-1.213139961225833	-0.1702795305430005	-1.0584915783052011	-1.28294730856689	0.04760368239808893	-0.3948985960992866	-0.4421090908723111	1119.0262355298892	2345
E15	E	926.8418750000003	1951.625	477.6875	2.12	3.1	267.0	9.6	33.0	-0.042122819210556016	-0.2087450879039187	0.0415970140126166	0.4615020265550257	-0.03346819065825496	0.8348803330506519	0.4133918484580372	0.5603031854252688	986.1031478628228	2345
E16	E	1125.515	1925.25	48.58333333333334	1.66	2.6	229.0	8.3	28.5	0.4828956544768512	-1.1105634635248716	-0.22965017444052865	-1.0922692139687618	-1.28294730856689	0.1700689391662654	-0.243344137744788	-0.3241782348373013	1094.6676015008434	2345
E17	E	1015.4290476190477	1914.857142857143	89.90476190476191	1.77	3.0	267.0	8.8	31.3	0.1919798162452222	-1.4659177591317725	-0.20352989364732388	-0.7207152216695949	-0.2833640142399822	0.8348803330506519	0.009246626179375734	0.22616575999274244	1170.1294167117412	2345
E18	E	1118.0295901639338	1922.483606557377	54.26229508196721	1.82	2.6	225.0	7.1	27.6	0.4631145268227901	-1.2051524470605952	-0.2260603644892155	-0.5518270433517919	-1.28294730856689	0.10008879244159312	-0.8495619711627816	-0.501074518889815	1141.6283684993284	2345
E19	E	1124.8861290322584	1916.645161290323	54.967741935483865	1.6	2.4	211.0	8.8	25.9	0.4812337846309413	-1.4047815362316582	-0.22561443436202536	-1.2949350279501246	-1.7827389557303444	-0.1448417210947598	0.009246626179375734	-0.8352119443223421	1141.8544706358152	2345
E20	E	1113.1507207207214	1932.3963963963965	90.26126126126127	1.79	3.1	310.0	8.3	35.4	0.4502215067507725	-0.8662126923498363	-0.2033045417266306	-0.6531599503424738	-0.03346819065825496	1.5871669103408788	-0.243344137744788	1.032026609565306	1053.2796219423108	2345
E21	E	785.3878260869561	1947.1304347826087	81.3913043478261	1.77	3.0	270.0	7.7	33.0	-0.4159327588147688	-0.3624240074667705	-0.2089114573927253	-0.7207152216695949	-0.2833640142399822	0.8873654430941561	-0.5464530544537848	0.5603031854252688	967.8842877023636	2345
E37	E	1036.6762037037042	1935.4907407407406	60.25	2.02	2.9	176.0	8.2	26.3	0.24812807211910776	-0.7604103571752964	-0.22227539046549527	0.12372566991941958	-0.5332598378217094	-0.7571680049356421	-0.2938622905296215	-0.7565913736323355	1097.2291447898242	2345
E38	E	1071.377171717171	1939.4242424242425	63.72727272727273	1.93	3.1	172.0	7.7	28.3	0.3398297014255671	-0.6259154150438113	-0.2200773217352743	-0.18027305105262592	-0.03346819065825496	-0.8271481516603143	-0.5464530544537848	-0.3634885201823043	1063.0401697854938	2345
E39	E	1078.5350505050524	1953.090909090909	55.11616161616161	2.17	3.0	176.0	6.2	25.1	0.3587452874971757	-0.1586224810727699	-0.2255206146692275	0.6303902048728279	-0.2833640142399822	-0.7571680049356421	-1.3042253462262758	-0.992453085702354	1018.1153647258434	2345
E40	E	1028.2366666666665	1930.794871794872	42.487179487179496	1.97	3.2	210.0	8.3	29.4	0.2258255445184878	-0.9209722872186062	-0.2335037016714389	-0.04516250839838347	0.21642763292347225	-0.16233675777592785	-0.243344137744788	-0.1472819507847876	1114.1452151758822	2345
E41	E	1050.6360563380288	1926.6549295774646	52.323943661971825	2.1	2.8	175.0	6.8	24.6	0.2850187211335338	-1.0625258783339269	-0.2272856436026583	0.3939467552279045	-0.7831556614034366	-0.7746630416168101	-1.00111642951728	-1.0907287990648618	1171.0006079062716	2345
E42	E	1065.4080327868858	1927.1311475409839	54.284153005464475	1.83	2.8	177.0	8.1	25.3	0.3240555084620923	-1.0462429547205787	-0.2260465475637354	-0.5180494076882313	-0.7831556614034366	-0.7396729682544742	-0.34438044331445405	-0.9531428003573512	1123.2081299342917	2345
E43	E	893.0222222222225	1930.111111111111	76.66666666666667	1.88	3.3	219.0	8.2	31.0	-0.13149546325603026	-0.94435154595387	-0.21189801587205556	-0.3491612293704289	0.4663234565051984	-0.004881427645415268	-0.2938622905296215	0.16720033197523765	1104.5096770986038	2345
F76	E	1097.7114814814806	1953.6502057613168	60.358024691358025	2.25	3.1	140.0	9.1	25.3	0.4094213944040178	-0.1394989165306904	-0.2222071054286894	0.9006112901813129	-0.03346819065825496	-1.3869893254576924	0.16080108453387346	-0.9531428003573512	1021.2017116709449	2345
F77	E	1095.7951913875584	1954.5741626794254	62.5	2.25	3.2	143.0	9.0	25.4	0.4043573591941549	-0.10790682830195623	-0.22085311069888167	0.9006112901813129	0.21642763292347225	-1.3345042154141882	0.11028293174904087	-0.93348765768485	1016.5638907689225	2345
F78	E	1039.4776623376629	1957.5064935064936	68.1038961038961	2.5	3.5	172.0	7.0	27.1	0.2555312754265474	-0.007644086188231953	-0.21731075156875904	1.7450521817703275	0.9661151036686528	-0.8271481516603143	-0.9000801239476142	-0.5993502322523229	1039.0786263500797	2345
F81	E	1012.4448523206754	1960.6181434599162	63.30801687763713	1.9	3.3	166.0	9.5	27.5	0.18409370854577067	0.09874996524290107	-0.22034234356281698	-0.2816059580433077	0.4663234565051984	-0.9321183717473228	0.3628736956732047	-0.5207296615623169	921.7300658207934	2345
F82	E	1039.8285057471255	1964.0919540229888	69.04597701149426	2.39	3.4	182.0	6.0	28.0	0.2564584228267777	0.21752707232177546	-0.21671523929614134	1.3734981894711615	0.7162192800869256	-0.6521977848486337	-1.4052616517959418	-0.4224539481998091	981.8773688557994	2345
F83	E	929.6997368421053	1965.8947368421047	67.36842105263158	2.22	3.5	154.0	9.3	27.0	-0.034570563401666754	0.2791681215552577	-0.21777566325065356	0.7992783831906318	0.9661151036686528	-1.1420588119213395	0.2618373901035395	-0.6190053749248247	939.9222719262287	2345
F84	E	920.23	1988.0	175.0	2.67	3.8	263.0	10.3	39.5	-0.0595955222785327	1.0349949467202388	-0.14973912236820325	2.3192719880508568	1.7158025744138334	0.7649001863259796	0.7670189179518672	1.8378874591378704	831.3835738372853	2345
F85	E	1112.5065258215964	1956.2769953051645	68.87323943661971	2.18	3.5	182.0	8.7	29.2	0.4485191415078849	-0.04968329266222924	-0.216824430921776	0.6641678405363893	0.9661151036686528	-0.6521977848486337	-0.041271526605457735	-0.18659223612979056	990.3583886462202	2345
F86	E	1142.9921348314606	1961.4943820224719	47.29213483146068	2.6	3.6	176.0	6.0	28.7	0.5290811597063201	0.12871045954208038	-0.23046637244225984	2.0828285384059333	1.2160109272503798	-0.7571680049356421	-1.4052616517959418	-0.2848679494922983	1030.9417408148474	2345
F87	E	1238.9146153846154	1959.2307692307693	587.3846153846154	1.95	3.1	191.0	5.3	33.2	0.7825682598479592	0.05131263543409754	0.11093923075368882	-0.11271777972550467	-0.03346819065825496	-0.4947424547181211	-1.7588887212897708	0.5996134707702725	946.1169394633143	2345
K24	E	1012.6133333333332	1917.666666666667	1688.333333333333	1.63	2.6	254.0	7.5	29.5	0.1845389406027536	-1.3698540549356326	0.8068757132504046	-1.1936021209594434	-1.28294730856689	0.6074448561954671	-0.6474893600234504	-0.12762680811228574	1149.9276639835134	2345
K25	E	939.5975	1903.0	57.0	1.67	2.7	238.0	8.3	29.0	-0.008414491682971084	-1.8713391548070024	-0.224329794572826	-1.0584915783052011	-1.0330514849851626	0.327524269296778	-0.243344137744788	-0.22590252147479356	1236.3465701298394	2345
K26	E	1051.8786635944693	1924.0552995391706	56.40092165898618	1.8	3.1	228.0	10.5	25.9	0.2883024655512518	-1.1514128598827391	-0.22470848657417727	-0.6193823146789131	-0.03346819065825496	0.1525739024850973	0.8680552235215322	-0.8352119443223421	1122.9283925310285	2345
K44	E	1105.828888888889	1932.388888888889	57.058823529411775	1.8	3.1	233.0	8.7	33.6	0.4308726543433592	-0.8664693902920272	-0.2242926107880779	-0.6193823146789131	-0.03346819065825496	0.24004908589093765	-0.041271526605457735	0.6782340414602784	1068.3215150761334	2345
K45	E	983.5359482758632	1913.3879310344828	66.24137931034483	1.68	2.9	248.0	8.2	30.0	0.10769832956543296	-1.5161532935148792	-0.21848809376895725	-1.0247139426416405	-0.5332598378217094	0.5024746361084587	-0.2938622905296215	-0.02935109474977795	1172.422476339787	2345
K48	E	1010.1578378378363	1928.3189189189188	148.54891304347825	1.79	3.2	271.0	8.8	32.8	0.17804998797168065	-1.005630478714567	-0.16645949827184636	-0.6531599503424738	0.21642763292347225	0.904860479775324	0.009246626179375734	0.5209929000802651	1088.638255481148	2345
K52	E	923.1755555555558	1932.0793650793648	265.4761904761905	1.99	4.0	310.0	9.2	38.3	-0.05181152491130275	-0.8770526797373659	-0.0925469201128428	0.02239276292873775	2.2155942215772884	1.5871669103408788	0.21131923731870605	1.6020257470678507	1090.7089110295565	2345
